App,Category,Rating,Reviews,Size,Installs,Type,Price ($),Content Rating,Genres,Last Updated,Current Ver,Android Ver
Anime Avatar Creator: Make Your Own Avatar,LIFESTYLE,4.2,10944,36M,1000000,Free,0,Everyone,Lifestyle,"June 15, 2018",2.0,4.1 and up
Angry Birds Rio,GAME,4.4,2610328,46M,100000000,Free,0,Everyone,Arcade,"July 3, 2018",2.6.9,4.1 and up
Blood Pressure(BP) Diary,MEDICAL,3.7,3596,8.4M,1000000,Free,0,Everyone,Medical,"July 18, 2018",4.0.9,4.0.3 and up
Alpha Bank CY,FINANCE,4.7,39,20M,1000,Free,0,Everyone,Finance,"March 20, 2018",1.11,4.3 and up
Cool Popular Ringtones 2018 🔥,LIBRARIES_AND_DEMO,4.5,60170,28M,1000000,Free,0,Everyone,Libraries & Demo,"July 13, 2018",2.4,5.0 and up
autolina.ch has over 120'000 cars on offer.,AUTO_AND_VEHICLES,4.2,25,6.5M,10000,Free,0,Everyone,Auto & Vehicles,"August 2, 2017",1.02,4.2 and up
BT Mobile,MAPS_AND_NAVIGATION,3.9,22,3.2M,1000,Free,0,Everyone,Maps & Navigation,"July 4, 2018",2.2,4.1 and up
CX-17WIFI,FAMILY,4.3,49,6.6M,10000,Free,0,Everyone,Entertainment,"March 21, 2018",2.3,4.3 and up
Dr.Web Security Space,TOOLS,4.5,594406,Varies with device,10000000,Free,0,Everyone,Tools,"July 20, 2018",Varies with device,Varies with device
Vi Trainer,HEALTH_AND_FITNESS,3.6,124,100M,5000,Free,0,Everyone,Health & Fitness,"August 2, 2018",2.0.0.11,5.0 and up
Sokoban Land DX,FAMILY,3.9,46,20M,10000,Paid,299,Everyone,Puzzle,"January 29, 2018",1.0.6,2.3 and up
Q-See QC View,TOOLS,3.1,657,21M,100000,Free,0,Everyone,Tools,"January 19, 2018",3.49.0202,4.0.3 and up
"3D Color by Number: Voxel, Unicorn, Pixel Art 3D",FAMILY,4.3,2017,Varies with device,100000,Free,0,Everyone,Entertainment,"February 16, 2018",2.4,4.1 and up
Heart of Vegas™ Slots – Free Slot Casino Games,GAME,4.5,264282,48M,10000000,Free,0,Teen,Casino,"July 12, 2018",3.10.43,4.0.3 and up
Blur,PHOTOGRAPHY,4.0,9013,2.4M,1000000,Free,0,Everyone,Photography,"June 18, 2018",4.0.2,4.4 and up
HON. B.J. ACS COLLEGE ALE,FAMILY,5.0,3,1.8M,100,Free,0,Mature 17+,Education,"December 26, 2016",3.1,4.3 and up
QR BARCODE SCANNER,TOOLS,3.8,169369,Varies with device,10000000,Free,0,Everyone,Tools,"September 5, 2016",Varies with device,Varies with device
Samsung+,LIFESTYLE,4.5,82145,30M,50000000,Free,0,Everyone,Lifestyle,"July 5, 2018",10.19.0.0,4.4 and up
Map of Cyprus offline,TRAVEL_AND_LOCAL,4.6,470,21M,10000,Free,0,Everyone,Travel & Local,"March 12, 2018",3.9,2.3 and up
Truck Chat & CB for Truckers,MAPS_AND_NAVIGATION,2.7,89,2.3M,10000,Free,0,Mature 17+,Maps & Navigation,"July 31, 2018",1.0.10.5,4.0.3 and up
"Learn Japanese, Korean, Chinese Offline & Free",EDUCATION,4.9,133136,26M,1000000,Free,0,Everyone,Education;Education,"July 20, 2018",2.16.11.10,4.2 and up
Microsoft Excel,PRODUCTIVITY,4.5,1079491,Varies with device,100000000,Free,0,Everyone,Productivity,"July 14, 2018",16.0.10325.20059,4.4 and up
Ba Financial Calculator plus,FINANCE,4.4,31,206k,1000,Paid,399,Everyone,Finance,"July 15, 2018",2.9.1,2.1 and up
Relax Melodies P: Sleep Sounds,HEALTH_AND_FITNESS,4.8,19543,Varies with device,100000,Paid,299,Everyone,Health & Fitness,"January 19, 2018",Varies with device,Varies with device
BxPort - Bitcoin Bx (Thailand),FINANCE,5.0,4,4.1M,50,Free,0,Everyone,Finance,"July 14, 2018",1.0.4,4.2 and up
Stats Royale for Clash Royale,BOOKS_AND_REFERENCE,4.5,68226,16M,1000000,Free,0,Everyone,Books & Reference,"August 6, 2018",1.9.1,4.2 and up
PUBG MOBILE,GAME,4.4,3697174,36M,50000000,Free,0,Teen,Action,"July 24, 2018",0.7.0,4.3 and up
Flight & Hotel Booking App - ixigo,TRAVEL_AND_LOCAL,4.4,45562,Varies with device,5000000,Free,0,Everyone,Travel & Local,"July 30, 2018",4.0.9.1,4.1 and up
Find Dining Restaurant Finder,TRAVEL_AND_LOCAL,4.1,427,26M,100000,Free,0,Everyone,Travel & Local,"March 21, 2016",1.2.1,4.1 and up
Schulman B.V.,SHOPPING,4.0,6,20M,100,Free,0,Everyone,Shopping,"September 14, 2016",1.0,4.1 and up
Puzzle Alarm Clock ⏰,TOOLS,4.3,32111,5.3M,1000000,Free,0,Everyone,Tools,"August 3, 2018",3.1.0.1126,4.4 and up
Synology Drive,PRODUCTIVITY,3.2,368,Varies with device,100000,Free,0,Everyone,Productivity,"August 2, 2018",Varies with device,5.0 and up
8fit Workouts & Meal Planner,HEALTH_AND_FITNESS,4.6,115721,67M,10000000,Free,0,Everyone,Health & Fitness,"July 11, 2018",3.5.0,5.0 and up
Chictopia,LIFESTYLE,4.1,360,4.6M,10000,Free,0,Everyone,Lifestyle,"April 30, 2014",1.6.2,2.2 and up
DZ sim,TOOLS,4.4,417,15M,10000,Free,0,Everyone,Tools,"April 26, 2018",3.0,4.2 and up
My Tele2,COMMUNICATION,4.3,158679,8.8M,5000000,Free,0,Everyone,Communication,"August 3, 2018",2.4.1,4.4 and up
VLC for Android,VIDEO_PLAYERS,4.4,1032076,Varies with device,100000000,Free,0,Everyone,Video Players & Editors,"July 30, 2018",Varies with device,2.3 and up
Hey AJ! It's Saturday!,BOOKS_AND_REFERENCE,5.0,12,50M,100,Paid,399,Everyone,Books & Reference,"June 13, 2016",1.0.0,2.2 and up
Development of the child up to a year,PARENTING,4.6,1413,14M,100000,Free,0,Mature 17+,Parenting,"July 20, 2018",2.9.9,4.1 and up
Axetatic - Axe Throwing Game,GAME,4.6,29,31M,1000,Free,0,Everyone 10+,Arcade,"October 22, 2017",1.3.3,4.2 and up
Skyscanner,TRAVEL_AND_LOCAL,4.5,481546,29M,10000000,Free,0,Everyone,Travel & Local,"August 6, 2018",5.48,4.4 and up
Hidden Objects Treasure Hunt Adventure Games,FAMILY,4.3,275,29M,10000,Free,0,Everyone,Puzzle,"July 9, 2018",1.0.1,4.4 and up
C Programs and Reference,BOOKS_AND_REFERENCE,4.2,873,2.5M,50000,Free,0,Everyone,Books & Reference,"July 31, 2014",2.2,2.1 and up
What's Your CS:GO rank?,GAME,2.3,278,2.4M,10000,Free,0,Teen,Trivia,"February 11, 2017",1.0,2.3 and up
Punjab Online - Land Records • EB Bill Pay • RC/DL,TOOLS,3.4,16,4.0M,5000,Free,0,Everyone,Tools,"August 7, 2018",1.0,5.0 and up
USMLE Step 2 CK Flashcards,FAMILY,5.0,1,40M,10,Paid,1999,Everyone,Education,"May 26, 2014",2.47,2.2 and up
University of Alabama,FAMILY,4.5,302,3.0M,50000,Free,0,Everyone,Education,"November 30, 2017",3.3,4.1 and up
TN Patta Citta & EC,BOOKS_AND_REFERENCE,3.8,48,1.5M,10000,Free,0,Everyone,Books & Reference,"March 27, 2018",1.0,3.0 and up
"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481,7.5M,1000000,Free,0,Everyone,House & Home,"August 3, 2018",2.1.0,5.0 and up
wetter.com - Weather and Radar,WEATHER,4.2,189310,38M,10000000,Free,0,Everyone,Weather,"August 6, 2018",Varies with device,Varies with device
Shoulder Surgery ER Emergency Doctor Game,FAMILY,3.9,55,46M,10000,Free,0,Teen,Educational,"November 7, 2017",1.0.1,4.0 and up
EM Launcher Pro,PERSONALIZATION,4.2,35,24k,1000,Paid,399,Everyone,Personalization,"April 2, 2016",1.0,4.1 and up
Nights at Cube Pizzeria 3D – 3,FAMILY,4.0,15875,40M,1000000,Free,0,Teen,Simulation,"March 3, 2017",1.5,4.2 and up
Toy Truck Rally 3D,GAME,4.0,301895,25M,50000000,Free,0,Everyone,Racing,"May 23, 2018",1.4.4,4.1 and up
"SKOUT - Meet, Chat, Go Live",SOCIAL,4.3,1064076,Varies with device,50000000,Free,0,Mature 17+,Social,"July 28, 2018",Varies with device,Varies with device
Sport.pl LIVE,SPORTS,4.4,21733,Varies with device,1000000,Free,0,Mature 17+,Sports,"June 29, 2018",Varies with device,Varies with device
Seamless Food Delivery/Takeout,FOOD_AND_DRINK,4.5,35218,34M,1000000,Free,0,Everyone,Food & Drink,"August 2, 2018",7.12,5.0 and up
Girls Nancy Ajram Without Net,LIBRARIES_AND_DEMO,4.7,2639,19M,500000,Free,0,Everyone,Libraries & Demo,"December 11, 2017",6.0,2.3 and up
AdventureQuest 3D MMO,FAMILY,4.3,22667,35M,1000000,Free,0,Teen,Role Playing,"July 26, 2018",1.10.1,4.4 and up
Smart-AC Universal Remote Free,FAMILY,1.8,3270,1.8M,500000,Free,0,Everyone,Entertainment,"August 18, 2015",1.0,2.2 and up
My EF Center,FAMILY,2.8,89,35M,10000,Free,0,Everyone,Education,"July 23, 2018",1.10.0,4.4 and up
Bubble Shooter,GAME,4.5,148897,46M,10000000,Free,0,Everyone,Casual,"July 17, 2018",1.20.1,4.0.3 and up
Inside Out Thought Bubbles,FAMILY,4.4,623398,58M,10000000,Free,0,Everyone,Puzzle;Brain Games,"August 31, 2017",1.22.0,4.0.3 and up
Desperate Housewives: The Game,FAMILY,4.2,10440,27M,500000,Free,0,Teen,Role Playing,"August 6, 2018",18.30.22,4.4 and up
Duolingo: Learn Languages Free,EDUCATION,4.7,6290507,Varies with device,100000000,Free,0,Everyone,Education;Education,"August 1, 2018",Varies with device,Varies with device
"SKOUT - Meet, Chat, Go Live",SOCIAL,4.3,1064049,Varies with device,50000000,Free,0,Mature 17+,Social,"July 28, 2018",Varies with device,Varies with device
NFL,SPORTS,4.1,459797,Varies with device,50000000,Free,0,Everyone,Sports,"August 2, 2018",Varies with device,Varies with device
Candy Crush Jelly Saga,GAME,4.3,1300619,78M,50000000,Free,0,Everyone,Puzzle,"July 20, 2018",2.1.10,4.0 and up
Prestige AH,MEDICAL,4.0,2,29M,100,Free,0,Everyone,Medical,"May 11, 2017",300000.0.81,4.0.3 and up
Free & Premium VPN - FinchVPN,TOOLS,4.2,19096,10M,1000000,Free,0,Everyone,Tools,"July 5, 2018",2.0.2,4.1 and up
Ek Vote,PRODUCTIVITY,5.0,43,6.2M,500,Free,0,Everyone,Productivity,"November 7, 2017",1.1,4.0.3 and up
Pregnant Mom ER Emergency Doctor Hospital Games,FAMILY,4.0,325,27M,50000,Free,0,Everyone,Educational,"June 12, 2018",1.2,4.1 and up
Project Fi by Google,TOOLS,4.6,7342,Varies with device,1000000,Free,0,Everyone,Tools,"July 30, 2018",Varies with device,5.1 and up
Beauty Selfie Camera,BEAUTY,4.2,2225,52M,500000,Free,0,Everyone,Beauty,"February 28, 2018",1.6,4.1 and up
DQT GPS,BUSINESS,4.0,3,6.3M,500,Free,0,Everyone,Business,"October 5, 2015",1.2,4.2 and up
Bike 3D Configurator,SPORTS,4.3,34062,85M,1000000,Free,0,Everyone,Sports,"April 3, 2018",1.6.7,4.4 and up
Color By Numbers - Art Game for Kids and Adults,FAMILY,3.1,305,8.3M,100000,Free,0,Everyone,Educational;Brain Games,"July 7, 2016",3,2.3.3 and up
RadPad: Apartment Finder App,HOUSE_AND_HOME,4.4,6896,35M,500000,Free,0,Everyone,House & Home,"August 30, 2017",1.7.3,4.1 and up
Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,4.2,914804,Varies with device,50000000,Free,0,Everyone,Photography,"July 22, 2018",5.0.508,4.4 and up
DN Reader,NEWS_AND_MAGAZINES,4.6,18,1.8M,100,Free,0,Everyone,News & Magazines,"March 13, 2014",1.0,4.0 and up
DEER HUNTER CHALLENGE,GAME,3.7,38767,4.1M,5000000,Free,0,Everyone 10+,Action,"April 11, 2011",1.4.3,2.0 and up
Football Manager Mobile 2018,SPORTS,3.9,11460,Varies with device,100000,Paid,899,Everyone,Sports,"June 27, 2018",Varies with device,4.1 and up
BG Products,AUTO_AND_VEHICLES,4.8,4,4.5M,500,Free,0,Everyone,Auto & Vehicles,"November 28, 2017",1.3,5.0 and up
CV Maker for Job Applications:Photo Resume Builder,TOOLS,4.0,114,25M,10000,Free,0,Everyone,Tools,"June 9, 2018",1.5,4.0 and up
Clash of Axe: Flippy Lumberjack Action X,GAME,4.3,6,61M,1000,Free,0,Everyone,Action,"September 14, 2017",1.2,4.0 and up
Photo Studio,PHOTOGRAPHY,4.2,477831,51M,10000000,Free,0,Everyone,Photography,"July 28, 2018",2.0.17.9,4.0 and up
Bedouin Rivals,FAMILY,4.2,79826,Varies with device,1000000,Free,0,Everyone 10+,Strategy,"July 26, 2018",4.0.4,4.1 and up
Fruits Bomb,GAME,4.4,74673,17M,10000000,Free,0,Everyone,Casual,"July 6, 2018",3.3.3179,4.0.3 and up
Vigo Lite,ENTERTAINMENT,4.2,10291,6.5M,5000000,Free,0,Teen,Entertainment,"August 4, 2018",3.7.3,4.0.3 and up
【Miku AR Camera】Mikuture,FAMILY,4.4,36268,41M,1000000,Free,0,Teen,Entertainment,"April 25, 2017",3.0.15,4.2 and up
imo free video calls and chat,COMMUNICATION,4.3,4785892,11M,500000000,Free,0,Everyone,Communication,"June 8, 2018",9.8.000000010501,4.0 and up
Pixel Oreo/P Dark White AMOLED UI - Icon Pack,PERSONALIZATION,4.8,18,16M,5000,Paid,149,Everyone,Personalization,"June 21, 2018",5.1,4.0.3 and up
mySugr: the blood sugar tracker made just for you,MEDICAL,4.6,21189,36M,1000000,Free,0,Everyone,Medical,"August 6, 2018",3.52.1,5.0 and up
Runkeeper - GPS Track Run Walk,HEALTH_AND_FITNESS,4.5,501144,Varies with device,10000000,Free,0,Everyone,Health & Fitness,"July 16, 2018",Varies with device,Varies with device
Alopec - Online Shipping System,MAPS_AND_NAVIGATION,4.3,1240,14M,100000,Free,0,Everyone,Maps & Navigation,"November 2, 2017",2.4.1,4.1 and up
XCOM®: Enemy Within,FAMILY,4.2,13752,21M,100000,Paid,999,Mature 17+,Strategy,"October 24, 2017",1.7.0,4.0 and up
CCleaner,TOOLS,4.4,885187,22M,50000000,Free,0,Everyone,Tools,"July 19, 2018",4.7.0,4.1 and up
C W Browser,COMMUNICATION,4.4,14,17M,100,Free,0,Everyone,Communication,"October 28, 2017",1.0,4.0 and up
MOD-MASTER for Minecraft PE (Pocket Edition) Free,TOOLS,4.2,271908,8.1M,10000000,Free,0,Everyone,Tools,"August 2, 2018",3.3.0,4.0 and up
ColorNote Notepad Notes,PRODUCTIVITY,4.6,2401017,Varies with device,100000000,Free,0,Everyone,Productivity,"June 27, 2018",Varies with device,Varies with device
Servidor Privado de CR y CoC - Light Royale,FAMILY,4.6,3106,3.6M,10000,Free,0,Everyone,Entertainment,"May 17, 2018",7,4.0.3 and up
NEXTCHARGE - Charging Stations,MAPS_AND_NAVIGATION,4.3,891,6.4M,50000,Free,0,Everyone,Maps & Navigation,"July 26, 2018",4.5.1,4.1 and up
IMDb Movies & TV,ENTERTAINMENT,4.2,501498,12M,100000000,Free,0,Teen,Entertainment,"July 26, 2018",Varies with device,Varies with device
FL House,PRODUCTIVITY,4.4,29,Varies with device,1000,Free,0,Everyone,Productivity,"November 22, 2016",1.6.7,Varies with device
Cute wallpapers & kawaii backgrounds images,PERSONALIZATION,4.6,4724,5.4M,1000000,Free,0,Everyone,Personalization,"July 30, 2018",1.2,4.0.3 and up
All Language Translator,TOOLS,4.0,29944,2.1M,5000000,Free,0,Everyone,Tools,"October 3, 2015",1.6,2.3 and up
BD Attendance,PRODUCTIVITY,4.8,93,14M,1000,Free,0,Everyone,Productivity,"July 17, 2018",2.3.14,4.3 and up
Restart Navigator,AUTO_AND_VEHICLES,4.0,1403,201k,100000,Free,0,Everyone,Auto & Vehicles,"August 26, 2014",1.0.1,2.2 and up
MX Player,VIDEO_PLAYERS,4.5,6474426,Varies with device,500000000,Free,0,Everyone,Video Players & Editors,"August 6, 2018",Varies with device,Varies with device
Dictionary,BOOKS_AND_REFERENCE,4.5,264260,Varies with device,10000000,Free,0,Everyone,Books & Reference,"June 22, 2018",Varies with device,Varies with device
Chess for Kids - Play & Learn,FAMILY,4.1,3234,47M,100000,Free,0,Everyone,Puzzle;Brain Games,"May 15, 2018",2.2.3,4.1 and up
DS Thermometer,WEATHER,3.7,631,3.0M,100000,Free,0,Everyone,Weather,"May 30, 2015",2.20,2.3 and up
My EZ-Link Mobile,LIFESTYLE,2.8,3187,11M,100000,Free,0,Everyone,Lifestyle,"January 27, 2017",1.0.11,4.0 and up
Camera for Android,PHOTOGRAPHY,4.2,240475,9.5M,10000000,Free,0,Everyone,Photography,"November 22, 2017",3.8,4.0 and up
The Lost Lands:DH Lite,FAMILY,4.3,1130,48M,50000,Free,0,Teen,Simulation,"April 3, 2015",1.01,4.2 and up
SkyLove – Dating and chat,DATING,3.5,69,36M,5000,Free,0,Mature 17+,Dating,"August 4, 2018",1.0.82,4.4 and up
BI Mobile Banking,FINANCE,4.0,180,27M,10000,Free,0,Everyone,Finance,"June 27, 2018",4.17.38,4.4 and up
Florida Offline Road Map,TRAVEL_AND_LOCAL,3.8,144,8.7M,10000,Free,0,Everyone,Travel & Local,"October 2, 2014",5.0,2.3.3 and up
Resume Builder - Free CV Maker & Premium Templates,BUSINESS,4.6,770,5.6M,100000,Free,0,Everyone,Business,"August 3, 2018",1.9,4.4 and up
